srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
175.45.176.1,1043,149.171.126.18,53,udp,INT,7.000000000000001e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932498,1421932498,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,15,15,7,7,7,3,7,Generic,1
175.45.176.2,50510,149.171.126.10,179,tcp,FIN,0.21745,534,268,254,252,2,1,-,17696.02344,8240.975586,10,6,255,255,4107464745,4257855690,53,45,0,0,1198.064519,49.087945,1421930650,1421930650,22.375222,32.6714,0.082991,0.054089,0.028901999999999997,0,1,0,0,0,15,15,5,5,5,3,5,Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931042,1421931042,0.009000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,4,4,4,4,4,Generic,1
175.45.176.2,56945,149.171.126.13,705,tcp,FIN,0.21889899999999998,516,268,254,252,2,1,-,16994.13867,8186.423828,10,6,255,255,3986165543,662833039,52,45,0,0,1206.324762,61.387254000000006,1421929785,1421929786,21.727556,40.546397999999996,0.029862,0.016143,0.013719,0,1,0,0,0,2,1,1,1,1,1,1,DoS,1
175.45.176.1,15019,149.171.126.17,179,tcp,FIN,0.7527689999999999,934,268,254,252,2,1,-,8937.668945,2380.544434,10,6,255,255,780956274,1257486161,93,45,0,0,4074.735074,203.342516,1421928302,1421928303,77.446,131.648,0.188406,0.094519,0.093887,0,1,0,0,0,5,5,2,2,2,2,2,Fuzzers,1
175.45.176.1,22078,149.171.126.17,179,tcp,FIN,0.7110390000000001,504,268,254,252,2,1,-,5108.018066,2520.255615,10,6,255,255,1057528688,3773804157,50,45,0,0,4074.3493479999997,178.020453,1421928060,1421928061,78.907333,113.747203,0.26045,0.142301,0.118149,0,1,0,0,0,5,4,3,4,3,3,3,Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933650,1421933650,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,3,3,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932099,1421932099,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,7,7,7,4,7,Generic,1
175.45.176.0,31050,149.171.126.17,111,tcp,FIN,0.745941,564,354,254,252,2,1,-,5448.152344,3324.659912,10,8,255,255,1944898792,3048438982,56,44,0,0,5782.158186,138.218953,1421929905,1421929906,78.417556,100.837711,0.08746799999999999,0.040064999999999996,0.047403,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931012,1421931012,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.2,46681,149.171.126.15,21,tcp,FIN,1.152108,1202,1614,62,252,7,9,-,7971.475098000001,10700.38574,22,22,255,255,2716861923,3921033995,55,73,0,0,2958.728044,3613.796013,1421933843,1421933844,54.862287,54.50176,0.051245000000000006,0.006811,0.044433999999999994,0,1,0,0,0,3,2,2,2,1,1,2,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932128,1421932128,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,18,18,7,7,7,4,7,Generic,1
175.45.176.2,65517,149.171.126.12,514,udp,INT,1.2e-05,760,0,254,0,0,0,-,253333328.0,0.0,2,0,0,0,0,0,380,0,0,0,0.0,0.0,1421933758,1421933758,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,2,2,2,1,2,Fuzzers,1
175.45.176.1,61196,149.171.126.16,445,tcp,FIN,0.585867,17786,822,254,252,8,2,-,231834.1875,10104.68262,22,10,255,255,4062650955,1767837881,808,82,0,0,1952.7644530000002,90.355977,1421934175,1421934176,27.031284999999997,55.404332,0.158475,0.08721699999999999,0.071258,0,1,0,0,0,7,8,2,2,2,1,2,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930793,1421930793,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,6,5,2,2,2,2,2,Backdoors,1
175.45.176.0,44510,149.171.126.15,179,tcp,FIN,0.7514029999999999,8854,354,254,252,4,1,-,87537.58594,3300.4926760000003,14,8,255,255,659498021,349462608,632,44,0,0,4070.557925,140.989156,1421931664,1421931665,57.732772,96.44757,0.134855,0.07625900000000001,0.058596,0,1,0,0,0,9,5,1,3,2,1,1,Fuzzers,1
175.45.176.2,0,149.171.126.12,0,mobile,INT,7.6e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1421928800,1421928800,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,9,8,6,6,6,6,6,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930840,1421930840,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930730,1421930730,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,11,4,4,4,Exploits,1
175.45.176.3,15875,149.171.126.11,3817,tcp,FIN,1.356206,1348,716,254,252,3,2,-,7290.927245999999,3804.7314450000003,12,10,255,255,110622918,481478168,112,72,0,0,7406.474290000001,293.356781,1421931849,1421931850,117.12718000000001,145.585781,0.09498,0.045924,0.049056,0,1,0,0,0,4,1,1,2,1,1,1,Exploits,1
175.45.176.1,47490,149.171.126.11,520,udp,INT,1.1e-05,104,0,254,0,0,0,-,37818180.0,0.0,2,0,0,0,0,0,52,0,0,0,0.0,0.0,1421930673,1421930673,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,22,7,2,7,1,1,1,Fuzzers,1
175.45.176.3,45581,149.171.126.11,143,tcp,FIN,2.3217939999999997,1522,126618,62,252,6,54,-,5071.939941,432382.875,30,112,255,255,680410904,4012538777,51,1131,0,0,3788.321215,1880.6088129999998,1421932057,1421932059,80.06186,20.298343,0.100418,0.039279,0.061139,0,1,0,0,0,3,1,1,2,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.7e-05,114,0,254,0,0,0,dns,26823528.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933619,1421933619,0.017,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,7,7,7,3,7,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930729,1421930729,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,4,4,4,4,Backdoors,1
175.45.176.1,34288,149.171.126.18,445,tcp,FIN,1.69212,1106,844,254,252,3,2,-,4793.986328,3593.125977,12,10,255,255,2839349430,3118886997,92,84,0,0,9195.816036,215.93267200000003,1421927945,1421927947,146.44926999999998,173.409672,0.232567,0.131429,0.101138,0,1,0,0,0,5,2,1,1,1,1,1,Fuzzers,1
175.45.176.0,9048,149.171.126.13,25,tcp,CON,59.932209,13677393,65274,254,252,5096,0,-,1825536.375,8707.304688,10200,1518,255,255,924582483,1194538935,1341,43,0,0,749.926004,49.114129,1421932370,1421932430,5.879725,39.520309000000005,0.058395,0.013588,0.044807,0,4,0,0,0,2,3,2,2,2,1,2,Exploits,1
175.45.176.3,21184,149.171.126.16,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421928772,1421928772,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,36548,149.171.126.11,110,tcp,FIN,1.796687,1720,174146,62,252,7,72,pop3,7458.171387,770173.125,38,148,255,255,3524365623,572785030,45,1177,0,0,2427.272563,1152.442924,1421927714,1421927716,48.559109,12.1,0.08595599999999999,0.017266999999999998,0.068689,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931757,1421931757,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,4,4,4,4,4,Generic,1
175.45.176.0,39319,149.171.126.18,1521,tcp,FIN,0.296096,1562,412,254,252,3,2,-,38690.15625,9753.59375,12,8,255,255,3002730682,3021247250,130,52,0,0,1311.98538,54.433625,1421932155,1421932155,24.961363000000002,40.959145,0.040359,0.009363,0.030996,0,1,0,0,0,1,1,3,1,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,7.000000000000001e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932771,1421932771,0.006999999999999999,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,4,4,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933814,1421933814,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,8,7,4,7,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931753,1421931753,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,11,3,4,4,3,3,Generic,1
175.45.176.3,33217,149.171.126.11,161,udp,INT,4e-06,136,0,254,0,0,0,snmp,136000000.0,0.0,2,0,0,0,0,0,68,0,0,0,0.0,0.0,1421930642,1421930642,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930987,1421930987,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,3,3,3,3,3,Generic,1
175.45.176.0,9949,149.171.126.10,111,tcp,FIN,0.9689549999999999,564,354,254,252,2,1,-,4194.209473,2559.458496,10,8,255,255,1698158171,457406900,56,44,0,0,6743.564295,181.353828,1421931915,1421931916,107.661667,123.21214099999999,0.142295,0.082134,0.060161,0,1,0,0,0,3,1,1,2,1,1,1,Reconnaissance,1
175.45.176.1,51737,149.171.126.12,2100,tcp,FIN,0.601846,2346,946,254,252,4,4,ftp,28964.2207,11537.83594,14,12,255,255,2785509752,1759293368,168,79,0,0,2372.876884,64.067977,1421930318,1421930319,45.15723,48.174727000000004,0.142753,0.071921,0.070832,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,12837,149.171.126.10,179,tcp,FIN,0.570234,534,268,254,252,2,1,-,6748.106934,3142.56958,10,6,255,255,987001651,1153668319,53,45,0,0,2897.172431,142.505313,1421931499,1421931500,57.469889,100.383,0.128907,0.068316,0.060591,0,1,0,0,0,7,4,2,2,1,1,1,Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932242,1421932242,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,3,3,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,tcf,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930701,1421930701,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,15,12,7,9,6,6,7,Backdoors,1
175.45.176.1,0,149.171.126.12,0,zero,INT,8e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930714,1421930714,0.009000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,14,13,4,11,4,4,4,Analysis,1
175.45.176.0,23545,149.171.126.19,7824,tcp,FIN,0.327394,684,268,254,252,2,1,-,15052.199219999999,5473.527344,10,6,255,255,2023822731,304126818,68,45,0,0,1822.694494,74.228172,1421930506,1421930506,36.377111,51.365199,0.111669,0.069876,0.041793000000000004,0,1,0,0,0,3,1,1,2,1,1,1,Shellcode,1
175.45.176.3,1930,149.171.126.18,5060,udp,INT,8e-06,590,0,254,0,0,0,-,295000000.0,0.0,2,0,0,0,0,0,295,0,0,0,0.0,0.0,1421930647,1421930647,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,DoS,1
175.45.176.0,21047,149.171.126.14,80,tcp,FIN,0.22812600000000002,1114,268,254,252,2,1,http,35173.54297,7855.308105,10,6,255,255,2878225589,4273376839,111,45,1,0,1248.808192,66.013453,1421927719,1421927719,22.515110999999997,42.907398,0.07572899999999999,0.013577,0.062152,0,1,1,0,0,2,2,1,1,1,1,1,Exploits,1
175.45.176.0,10964,149.171.126.16,445,tcp,FIN,0.49019399999999996,5558,750,254,252,4,2,-,84227.875,10722.28516,14,8,255,255,3271591660,2083303336,397,94,0,0,2157.294754,96.676305,1421933888,1421933889,37.707231,65.148145,0.09933099999999999,0.033488,0.065843,0,1,0,0,0,9,8,1,1,1,1,1,Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932040,1421932040,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,7,7,7,3,7,Generic,1
175.45.176.3,45217,149.171.126.15,80,tcp,FIN,0.715321,68201,612,254,252,27,1,-,750040.875,6363.57666,60,14,255,255,1252057933,1075822197,1137,44,1,0,1260.6539380000002,68.60686700000001,1421932039,1421932040,11.991644,53.237152,0.040820999999999996,0.023234,0.017587000000000002,0,1,1,0,0,2,2,1,1,1,1,1,Fuzzers,1
175.45.176.3,15811,149.171.126.10,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421934133,1421934133,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930730,1421930730,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,7,11,7,3,7,Generic,1
175.45.176.3,44700,149.171.126.10,80,tcp,FIN,0.24940900000000002,1802,268,254,252,2,1,http,52026.99219,7184.985352,10,6,255,255,3028661905,3850527471,180,45,1,0,1446.4579449999999,74.676891,1421929722,1421929722,25.427222,47.522801,0.061852,0.011787,0.050065,0,1,1,0,0,2,1,1,1,1,1,1,Exploits,1
175.45.176.0,26320,149.171.126.13,111,tcp,FIN,0.63473,564,354,254,252,2,1,-,6402.722656,3907.17334,10,8,255,255,1417675774,75102365,56,44,0,0,5478.4833530000005,139.248125,1421929552,1421929552,69.913,89.700711,0.053483,0.006816,0.046667,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,8630,149.171.126.16,80,tcp,FIN,0.302919,846,2282,62,252,2,2,http,20124.19141,52740.17188,10,8,255,255,3923841054,4232712701,85,285,1,720,1676.833277,61.089813,1421929921,1421929921,33.657667,41.781715000000005,0.064167,0.009724,0.054443,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,36363,149.171.126.11,80,tcp,FIN,0.577146,814,3152,62,252,2,2,http,10160.34082,39324.53906,10,10,255,255,930929800,2663672,81,315,1,1106,3982.138811,120.196781,1421930562,1421930562,64.127333,60.169,0.10810499999999999,0.034993,0.073112,0,1,1,0,0,1,1,1,2,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932309,1421932309,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,5,5,5,3,5,Generic,1
175.45.176.1,12187,149.171.126.15,21,tcp,FIN,1.9746709999999998,884,682,254,252,4,4,ftp,3326.123779,2536.118652,14,12,255,255,2014635219,685521386,63,57,0,0,8532.374785,246.11942200000001,1421927971,1421927973,142.188692,170.125094,0.188668,0.103289,0.085379,0,1,0,0,0,3,3,2,3,2,2,2,Fuzzers,1
175.45.176.1,61457,149.171.126.18,445,tcp,FIN,1.390798,1490,838,254,252,3,2,-,7857.359863,4342.830566,12,10,255,255,3409278835,1863203180,124,84,0,0,7082.411859000001,208.929156,1421927948,1421927949,126.422449,143.07656200000002,0.209171,0.10310799999999999,0.106063,0,1,0,0,0,5,2,1,2,2,1,1,Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931814,1421931814,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,3,3,3,3,3,Generic,1
175.45.176.0,61450,149.171.126.17,179,tcp,FIN,0.8961540000000001,790,902,254,252,4,5,-,6552.445312,7552.273437999999,14,16,255,255,1289975804,3414984214,56,56,0,0,3980.5925469999997,3307.422212,1421930214,1421930215,68.934923,54.593334999999996,0.09704299999999999,0.046971,0.050072000000000005,0,1,0,0,0,7,5,1,2,1,1,1,Fuzzers,1
175.45.176.3,51995,149.171.126.14,80,tcp,FIN,0.601692,758,4216,62,252,2,3,http,9081.057617,50457.70703,10,10,255,255,905774191,2786256053,76,422,0,0,3565.7168920000004,3508.142482,1421931262,1421931263,66.816889,60.212444,0.107662,0.059770000000000004,0.047892000000000004,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932004,1421932004,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,5,5,5,2,5,Generic,1
175.45.176.1,58665,149.171.126.19,111,udp,INT,4e-06,168,0,254,0,0,0,-,168000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421931519,1421931519,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930809,1421930809,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,4,4,4,4,Generic,1
175.45.176.0,4649,149.171.126.12,44305,tcp,FIN,0.747877,364,566,62,252,1,2,-,3412.325928,5305.685059,8,8,255,255,1075209820,1243526483,46,71,0,0,6012.861379999999,144.856594,1421931672,1421931672,99.270859,92.17399999999999,0.176929,0.102652,0.074277,0,1,0,0,0,8,1,2,4,1,1,1,Backdoors,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931733,1421931733,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,4,4,4,4,Generic,1
175.45.176.1,51263,149.171.126.14,445,tcp,FIN,0.9223100000000001,984,692,254,252,3,2,-,7823.833495999999,5256.367188,12,8,255,255,212994883,3824781599,82,87,0,0,4268.633279,175.436141,1421927887,1421927888,83.772911,124.21043,0.15722,0.052836,0.10438399999999999,0,1,0,0,0,2,2,1,1,1,1,1,Fuzzers,1
175.45.176.3,63289,149.171.126.12,143,tcp,FIN,1.0959940000000001,2638,574,254,252,3,3,-,17657.03125,3773.743408,12,10,255,255,807798760,3585307120,220,57,0,0,4796.268741,142.3425,1421933009,1421933010,92.611639,113.56610900000001,0.15631,0.073898,0.082412,0,1,0,0,0,10,1,1,3,1,1,1,Generic,1
175.45.176.0,500,149.171.126.13,500,udp,CON,0.624362,4264,3386,254,60,0,0,-,50086.32813,39054.26563,12,10,0,0,0,0,355,339,0,0,66.864852,70.142297,1421930626,1421930627,56.760183999999995,57.46566800000001,0.0,0.0,0.0,0,3,0,0,0,1,1,1,1,1,1,1,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931416,1421931416,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,8,8,4,4,4,4,4,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,6e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930761,1421930761,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,12,4,4,5,Backdoors,1
175.45.176.1,2466,149.171.126.13,135,tcp,FIN,0.355885,1612,268,254,252,2,1,-,32617.277339999997,5035.334473,10,6,255,255,561095271,1100823800,161,45,0,0,1806.858741,94.10350799999999,1421929663,1421929663,35.167778000000006,64.764398,0.069888,0.032059,0.037829,0,1,0,0,0,10,9,3,4,3,1,3,Fuzzers,1
175.45.176.1,5724,149.171.126.17,111,udp,INT,4e-06,168,0,254,0,0,0,-,168000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421929976,1421929976,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,18626,149.171.126.18,80,tcp,FIN,0.326691,980,2546,62,252,2,2,http,21598.39063,54559.19922,10,8,255,255,3383585973,777098145,98,318,0,0,1770.663821,55.97504300000001,1421930586,1421930586,36.299,42.13257,0.08820900000000001,0.031164999999999998,0.057044000000000004,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933216,1421933216,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,5,6,4,4,4,Generic,1
175.45.176.1,25910,149.171.126.19,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421933164,1421933164,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,63508,149.171.126.15,21,tcp,FIN,0.84546,632,682,254,252,3,4,ftp,5488.136719,5923.402832,12,12,255,255,635528642,498697722,53,57,0,0,3687.1986939999997,76.622977,1421931020,1421931021,76.859999,61.892727,0.139766,0.106395,0.033371,0,1,0,0,0,4,4,1,1,1,1,1,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930733,1421930733,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,6,10,6,6,6,Backdoors,1
175.45.176.1,0,149.171.126.12,0,unas,INT,7.000000000000001e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930753,1421930753,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,5,5,4,4,5,Backdoors,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930742,1421930742,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,3,4,2,2,2,Generic,1
175.45.176.0,10947,149.171.126.10,179,tcp,FIN,0.523813,534,268,254,252,2,0,-,7346.132812000001,3421.068115,10,6,255,255,3781964560,1067868992,53,45,0,0,1077980.85,40185.72,1421931547,1421931547,10832.6876,18054.334,0.14066800000000002,0.075099,0.065569,0,1,0,0,0,6,10,6,6,5,2,5,Fuzzers,1
175.45.176.1,0,149.171.126.12,0,uti,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930717,1421930717,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,4,8,4,4,4,Fuzzers,1
175.45.176.3,1085,149.171.126.17,514,udp,INT,1.2e-05,890,0,254,0,0,0,-,296666656.0,0.0,2,0,0,0,0,0,445,0,0,0,0.0,0.0,1421933283,1421933283,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,6,2,1,3,1,1,1,Fuzzers,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932209,1421932209,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,3,3,3,3,3,Generic,1
175.45.176.1,0,149.171.126.12,0,unas,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930741,1421930741,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,10,9,2,6,2,2,2,DoS,1
175.45.176.2,0,149.171.126.15,0,sctp,CON,0.746085,632,496,254,60,0,0,-,5082.530761999999,2659.214355,4,2,0,0,0,0,158,248,0,0,351.701469,0.0,1421932941,1421932941,248.695,0.006,0.0,0.0,0.0,0,3,0,0,0,3,3,3,2,2,2,2,DoS,1
175.45.176.0,5123,149.171.126.11,111,udp,INT,1.1e-05,168,0,254,0,0,0,-,61090908.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421932627,1421932627,0.011000000000000001,0.0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,2,1,1,2,Reconnaissance,1
175.45.176.1,43829,149.171.126.11,80,tcp,FIN,0.9915290000000001,2270,268,254,252,2,1,http,16483.63281,1807.3096920000003,10,6,255,255,3415272825,1291124317,227,45,0,0,6387.131562,310.5915,1421928185,1421928186,108.16666699999999,178.916203,0.178128,0.096945,0.081183,0,1,0,0,0,2,2,1,1,1,1,1,Exploits,1
